question,answer,link
Can I change my plan type after I have joined CPF LIFE?,"['You can request to change your CPF LIFE plan type within 30 days from the date of your first* policy letter. This request can be made via My Mailbox.', 'A change of CPF LIFE plan type beyond the 30 days grace period is possible if', '1.       You are on a legacy plan (Basic, Balanced, Plus or Income Plan) and wish to change to the Escalating Plan or Standard Plan; or', '2.       You wish to change from Standard to Escalating Plan', 'Otherwise, changing of CPF LIFE plan after the grace period is not allowed as this will affect the payouts of other members on the scheme.', 'As changing of CPF LIFE plan is irrevocable, we encourage you to consider your options carefully.', '*The letter sent to you when your original CPF LIFE plan was first issued.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-change-my-cpf-life-plan-after-i-have-joined-
What happens to my Retirement Account savings when I join CPF LIFE?,"['It is dependent on the CPF LIFE plan you choose. If you opt for the Escalating or Standard Plan, all your Retirement Account (RA) savings will be used as your CPF LIFE premium. ', 'If you opt for the Basic Plan, about 80-90% of your RA savings will be directly used to provide payouts until age 90. The remaining 10-20% will be deducted as your CPF LIFE premium when you join CPF LIFE and used to provide payouts from age 90 for the rest of your life. As less is used for your CPF LIFE premium, the monthly payout will be lower compared to the Standard Plan. The Basic plan payouts will also decrease as your balances decrease and earn less extra interest*.', '* The extra interest is earned on the first $60,000 of your CPF balances and is used to increase your payouts. ']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/what-happens-to-my-ra-savings-when-i-join-cpflife
When can I start receiving my CPF LIFE payouts?,"['You can choose to start receiving your CPF LIFE payouts anytime between the ages of 65 and 70. Consider starting later as your monthly payout will increase by up to 7% for each year that you defer starting.', 'CPF Board will send you a notification three months before your 65th birthday to explain your options and guide you in choosing your CPF LIFE plan. Your payouts will automatically start when you turn 70 if you have not instructed CPF Board regarding your payouts by then.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/when-can-i-start-receiving-my-cpflife-payouts
When will I receive my CPF LIFE monthly payouts?,"['You will receive the monthly payouts in your bank account generally on the 2nd or 3rd day of each month, if your bank supports Fast And Secure Transfer (FAST).', 'Otherwise, you will receive your payouts later, via Inter-bank GIRO (IBG).', 'If you wish to receive your monthly payouts earlier, you can update your bank account details to a FAST bank account via Account settings with your Singpass.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/when-will-i-receive-my-cpf-life-monthly-payouts-
How do I update my bank account details with CPF Board?,"['You can update your bank account details with CPF Board to receive payments such as withdrawal of CPF savings and monthly payouts via my cpf digital services – Account settings with your Singpass, or by following the steps below:', 'You will need to verify your identity using Singpass Face Verification to update your bank account details. As a further verification, your new bank account will only be activated after your bank confirms that the account belongs to you. This will generally take up to two working days.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-can-i-update-my-bank-details-for-my-cpf-life-monthly-payouts
Is there an age limit for existing CPF LIFE members to increase their CPF LIFE premium?,['Existing CPF LIFE members can increase their CPF LIFE premium at any age which will help to increase their CPF LIFE monthly payouts.'],https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/is-there-an-age-limit-to-increase-cpf-life-premium
I have not joined CPF LIFE yet. How can I increase my future monthly payouts?,"['There are a few ways to increase your future CPF LIFE monthly payouts:', 'You can use the CPF LIFE Estimator to find out how much RA savings you need, or the age you need to start your payouts to get your desired monthly payout.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/i-have-not-joined-cpf-life-yet-how-can-i-increase-my-future-mth
I have already joined CPF LIFE. How can I increase my monthly payouts?,"['If you have already joined CPF LIFE, you can consider the following options to increase your monthly payouts:', 'If you wish to enquire on your revised payout, please write in to us via My Mailbox.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/i-have-already-joined-cpf-life-how-can-i-increase-my-payouts
I am going to start / I have started receiving my CPF LIFE monthly payouts. Can I still defer to receive higher payouts?,"['The latest age that you can defer your CPF LIFE monthly payouts to is 70. Your monthly payouts will increase by up to 7% for each year of deferral.', 'If you were born in 1957 or after:\nYou can use the Plan my monthly payouts service to defer your payouts after 65, up to 70.', 'If you were born before 1957:\nYou can use the Apply to Defer CPF LIFE Payout form to defer your payouts after 65, up to 70.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-still-defer-to-receive-higher-cpf-life-payouts
Can I defer the start of my CPF LIFE monthly payouts beyond 70?,"['The purpose of CPF savings is to provide members with monthly payouts in their retirement. Hence, you will have to start your CPF LIFE monthly payouts, including any Additional Monthly Payouts (AMP), latest by age 70.', 'We understand that some members think of their savings in CPF as an investment to enjoy the interest rates. If you have no immediate need for the payouts, you can consider investing them outside the CPF system. Do note that investing outside of CPF carries a certain level of risk and requires careful consideration.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-defer-the-start-of-my-cpf-life-monthly-payouts-beyond-70-
How will my CPF LIFE monthly payouts be adjusted and when will payout adjustments be effected?,"['We want to ensure that your CPF LIFE monthly payouts are sustainable over the long term. As such, our actuarial consultant reviews them yearly and take into account the following:', 'The revised payout, if any, will take effect every July of the year. We will notify you if there is an adjustment in your monthly payouts. Rest assured that any changes are expected to be small and gradual.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-will-my-cpf-life-monthly-payouts-be-adjusted
How will changes to my Retirement Account affect my CPF LIFE monthly payouts?,"['Changes to your Retirement Account (RA) can affect your monthly payouts. This is because your RA savings is one of the factors in determining your CPF LIFE payouts.', 'Outflow from your RA, such as lump sum withdrawals will reduce your CPF LIFE monthly payouts. On the other hand, inflows to your RA, such as top-ups, interest earned or refunds from selling your property or investments will be automatically used to increase your CPF LIFE premium, and allow you to receive higher monthly payouts.', 'If you have started receiving your CPF LIFE monthly payouts, we will inform you of any revision in your monthly payouts in the following month after the outflow/inflow of funds.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-will-changes-to-my-retirement-account-affect-my-cpf-life-monthly-payouts
"I am under a legacy plan (i.e. Basic, Balanced, Plus or Income Plan). What are my options if I want to switch my CPF LIFE plan and/or increase my monthly payouts?","[""If you're on a legacy plan (i.e. Basic, Balanced, Plus or Income Plan), your monthly payouts will get progressively lower when your combined CPF balances eventually fall below $60,000. To avoid a drop in your monthly payouts in the future, you may consider switching your CPF LIFE plan to Escalating or Standard Plan."", 'To increase your monthly payouts, you may consider doing the following:', 'Find out more about these options to increase your monthly payouts.', 'If you want to know how your monthly payout will change if you switch your CPF LIFE plan and/or enhance your payouts, please book a 1-to-1 CPF Retirement Planning Service (CRPS) consultation with us at any CPF Service Centres. Personalised information will be used to explain your monthly payout options so you can make an informed decision.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/i-am-under-a-legacy-plan-ie-basic-balanced-plus-or-income-plan
How can I submit my instructions on CPF LIFE monthly payouts?,['You can submit your instructions on CPF LIFE monthly payouts by following these steps:'],https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-can-i-submit-my-instructions-on-cpflife-monthly-payouts
I am reaching 65. What are the monthly payout options that I can choose from?,"['You have the flexibility to start receiving your monthly payouts anytime between 65 and 70. However, if you do not submit any instructions on your payouts by the time you turn 70, your monthly payouts will automatically start on your birthday month.', 'In addition, you may have some CPF savings which are withdrawable for your immediate needs. Instead of withdrawing the amount in a lump sum, you can consider the following:', 'If you choose to retain your CPF savings, any additional withdrawable savings from 65 in your Retirement Account will be transferred to your Ordinary Account in the month you start your payouts, for your future withdrawal.', 'Eligible members can use the Plan my monthly payouts service to find out more about their monthly payout details, provide their payout instructions and confirm their bank account details.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/monthly-payout-options-upon-reaching-65
I am reaching age 65. How do I start my monthly payouts?,"['We will send you a notification three months before your 65th birthday, to guide you to explore your monthly payouts options and submit your instructions through the Plan my monthly payouts service.', 'If you do not submit any instructions on your payouts by 70, your monthly payouts will automatically start in the month of your 70th birthday.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/more-information-on-monthly-payout-options
I am unsure whether to start my monthly payouts now. How can I find out how much monthly payouts I can receive? ,"['You may use the Plan my monthly payouts service to find out more about your monthly payout details, provide your payout instructions and confirm your bank account details.', 'The Plan my monthly payouts service is available to you three months before you reach 65, and is for members born in 1957 and after.', 'With this service, you can find out your estimated monthly payouts when you:']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-much-payouts-i-can-receive
I am reaching age 65 and received an email message from CPFB on my monthly payout details. How do I verify that the email is legitimate?,"['To verify whether the email you received from us is legitimate, please check the following:', 'The Board will only send digital notifications to the email address registered in our records. You may verify or update your contact details in CPF Account settings with your Singpass.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-do-i-verify-that-the-email-is-legitimate
 I am currently receiving Additional Monthly Payout (AMP). Will my AMP be converted to higher CPF LIFE monthly payouts automatically?,"['You will continue to receive Additional Monthly Payout (AMP).', 'Starting from November 2021, any new Retirement Account inflows will automatically be used to increase your CPF LIFE premium. This will allow you to receive higher monthly payouts for life, providing you with greater financial security during your retirement years.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/i-am-currently-receiving-additional-monthly-payout
Currently CPF Board does not allow members above 80 to join CPF LIFE.  What will happen to my Retirement Account inflows after I turn 80?,"['If you are currently under CPF LIFE, your Retirement Account inflows will automatically be used to increase your CPF LIFE premium even after 80, so that you will receive higher CPF LIFE monthly payouts for life.', 'The cut-off age of 80 only applies to members who are not under CPF LIFE.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/currently-cpf-does-not-allow-members-above-80-years-old-to-join-
Why am I not allowed to use my bank account with a non-local bank to receive my monthly payouts? ,"['We can better protect you from scams by only accepting bank accounts from banks that offer automated verification. This ensures payments are made only to your bank account.', ""Currently, only POSB, DBS, OCBC and UOB have such an arrangement with us. We'd be happy to work with other banks to set up similar arrangements.""]",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/use-non-local-bank-for-monthly-payouts
I am the appointed deputy/donee for my next of kin. How can I receive monthly payouts on behalf of my next of kin?,"['If you are the appointed deputy or donee, you may request to receive your next of kin’s monthly payouts on his behalf.', 'You can make an appointment to visit any of our CPF Service Centres and bring along the following original documents:', 'Please ensure that you have all the necessary documents so that you can receive your loved one’s payouts smoothly.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/i-am-the-appointed-deputy-donee-how-can-i-receive-monthly-payout
I am currently under CPF LIFE and have deferred my monthly payouts. What should I do if I want to change my payout start age?,['It depends on whether you are starting your payouts at an earlier age or later age.'],https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/change-payout-start-age-for-deferred-cpf-life-monthly-payout
Can I request a higher CPF LIFE monthly payout based on my current Retirement Account balance?,"['If there are no new inflows into your Retirement Account (RA), we are unable to increase your CPF LIFE monthly payout. This is because CPF LIFE payouts are determined by an independent actuarial consultant based on various factors, including your RA savings used to join CPF LIFE.', 'Find out how changes to your RA can affect your monthly payouts.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/request-a-higher-cpf-life-monthly-payout
When will the auto annuitisation of non-withdrawable Ordinary and Special Account savings into CPF LIFE monthly payout take effect?,['The auto annuitisation of non-withdrawable Ordinary and Special Account savings will take effect from October 2023 to make it easier for existing CPF LIFE members to enjoy higher monthly payouts. It is applicable to existing CPF LIFE members who have started receiving their CPF LIFE payouts but have not met their Full Retirement Sum.'],https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/change-to-annuitise-non-withdrawable-osa-savings
Will I receive notification in advance about my Ordinary and Special Account savings being annuitised and streamed out as higher monthly CPF LIFE payouts?,"['If you are among those whose Ordinary and Special Account savings will be annuitised, we will send you a notification about one month before the annuitisation.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/notification-before-non-withdrawable-osa-savings-are-annuitised
Why is there a need to annuitise the non-withdrawable Ordinary and Special Account savings as CPF LIFE monthly payout?,"['If you have not met your Full Retirement Sum, your Ordinary and Special Account (OSA) savings may not be withdrawn as a lump sum and are meant to be streamed out as monthly payouts.', 'Currently, if you are an existing CPF LIFE member, you need to instruct us to annuitise your OSA savings to receive higher CPF LIFE monthly payouts.', 'With the changes from October 2023, we will automate this process and make it easier for you to enjoy higher CPF LIFE monthly payouts.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/why-annuitise-non-withdrawable-osa-savings
How will the annuitisation of the non-withdrawable Ordinary and Special Account savings as CPF LIFE monthly payout affect my eligibility to withdraw or service the housing commitments that are financed by my Ordinary Account savings?,"['Your eligibility to make lump sum withdrawals from your Ordinary and Special Account (OSA) will not be affected. This is because only the OSA savings that cannot be withdrawn in a lump sum will be annuitised to provide you with higher CPF LIFE monthly payouts.', 'The purpose of your CPF savings is to provide you with a stream of retirement income. If you still have housing obligations after starting your monthly payouts, you can use your monthly payouts or monies in excess of your Full Retirement Sum after this transfer to meet your housing needs.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/effect-of-annuitisating-non-withdrawable-osa-savings
Can I request to retain the non-withdrawable Ordinary and Special Account savings in the CPF accounts and not annuitise and stream them out as CPF LIFE monthly payouts?,['The non-withdrawable Ordinary and Special Account savings cannot be taken out in a lump sum and are meant to be streamed out as monthly payouts in the first place.'],https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/retain-non-withdrawable-osa-savings-in-cpf-accounts
Can I request to retain the Ordinary and Special Account savings in the CPF accounts for future housing needs?,"['No, your CPF savings are meant to provide you with a stream of retirement income.', 'If you still have housing obligations after starting your monthly payouts, you can use your monthly payouts or monies in excess of your Full Retirement Sum after this transfer to meet your housing needs.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/retain-non-withdrawable-osa-savings-for-future-housing-needs
How much will my CPF LIFE monthly payouts increase after my non-withdrawable Ordinary and Special Account savings are annuitised?,"['After your non-withdrawable Ordinary and Special Account savings are successfully annuitised, we will send you a notification to inform you of the revised CPF LIFE monthly payout.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/payout-increment-after-annuitising-non-withdrawable-osa-savings
When will the transfer of non-withdrawable monies from my Ordinary and Special Account (OSA) to my Retirement Account (RA) take place?,"['For members who are affected, the first transfer of non-withdrawable monies from the Ordinary and Special Account will take place in October 2023. Subsequent transfers will take place every January starting from 2024.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/when-will-the-transfer-from-osa-to-ra-take-place
Why are the non-withdrawable monies from my Ordinary and Special Account (OSA) transferred to my Retirement Account (RA) different from the amount stated in the notification sent to me?,"['The amount of non-withdrawable monies transferred to your Retirement Account (RA) is based on the latest balances in your Ordinary and Special Account (OSA).', 'The difference could be due to new inflows or outflows that took place in your OSA after we had sent you the notification.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/why-are-the-non-withdrawable-monies-osa-amount-different
"After receiving the notification, I have topped up to meet my cohort Full Retirement Sum. Will CPFB continue with the transfer?","['We will check your latest balances before transferring the non-withdrawable monies from your Ordinary and Special Account to your Retirement Account. If you have already topped up to meet your cohort Full Retirement Sum, all monies in your Ordinary and Special Account will be deemed withdrawable. Hence, no transfer will take place.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/after-receiving-the-notification--i-have-topped-up-to-meet-my-co
Can I cancel my CPF LIFE plan after I have joined?,"['You can only cancel your CPF LIFE plan if you are withdrawing your CPF savings for the following reasons.', 'Upon cancellation of your CPF LIFE plan, you will receive a refund of your CPF LIFE premium balance. If your CPF LIFE premium has been fully paid to you as monthly payouts, there will be no remaining premium balance to refund.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-cancel-my-cpf-life-plan-after-i-have-joined
What will happen to my CPF LIFE unused premium and interest when I pass away?,"['In the event of your passing, any CPF LIFE unused premium (i.e. CPF LIFE premium balance), together with your remaining CPF savings, will be refunded to your loved ones.', 'The interest on your CPF LIFE premium that has not been paid to you is pooled and goes towards providing monthly payouts for surviving CPF LIFE members. This is part and parcel of risk-pooling, similar to other types of insurance, and it ensures that all CPF LIFE members can receive payouts for as long as they live.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/i-have-joined-cpf-life--what-will-happen-when-i-pass-away-
Who are my beneficiaries?,"['Your beneficiaries are persons whom you have nominated to receive your CPF savings, including any CPF LIFE premium balance, when you pass away. If you have not nominated anyone to receive your savings, we will pay them to the Public Trustee for distribution according to the intestacy laws. You can make a nomination online by logging in to my cpf Online Services with your Singpass.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/who-are-my-beneficiaries
How much CPF LIFE premium balance will my beneficiaries receive when I pass away?,"['After you pass away, your beneficiaries will receive your CPF LIFE premium balance, which is the total CPF LIFE premium that you have paid minus the total payouts you have received, together with any remaining CPF savings.', 'For example, if you paid a CPF LIFE premium of $200,000 and pass away after receiving a monthly payout of $1,000 for 10 months, we will pay your CPF LIFE premium balance of $190,000 (i.e. $200,000 - [$1,000 x 10 months]), together with any CPF savings to your beneficiaries.', 'On the other hand, if you pass away before receiving any payouts, we will pay your CPF LIFE premium balance of $200,000, together with any remaining CPF savings to your beneficiaries.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-much-cpf-life-premium-balance-will-my-beneficiaries-receive-
I am on CPF LIFE even though I am a foreigner. Can I continue to keep my CPF LIFE Plan?,"['The purpose of the CPF system is to help Singapore Citizens (SC) and Permanent Residents (PR) retire with peace of mind. In line with this, CPF members who are not SC or PR will have to close their CPF accounts and their participation in CPF schemes such as CPF LIFE will cease.', 'You may close your CPF account and transfer your CPF savings to your bank account at any time. If you do not do so by 31 March 2024, your CPF account will be automatically closed on 1 April 2024.', 'Find out more about closing your CPF accounts.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-keep-my-cpf-life-after-account-closure
When can I start my monthly payouts if I am not on CPF LIFE?,"['You have the flexibility to decide when to start your monthly payouts, anytime from 65 to 70.', 'Note: If you are born before 1958, you are past your payout eligibility age and can choose to start your payouts anytime. ']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/when-can-i-start-my-monthly-payouts-if-i-am-not-on-cpf-life
When is the latest age to start my monthly payouts?,"['The latest age you can start your monthly payouts is 70. ', 'Find out what happens if we don’t receive your instruction to start your monthly payouts.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/when-is-the-latest-age-to-start-my-monthly-payouts
I am reaching 65. What are the monthly payout options that I can choose from?,"['You have the flexibility to start receiving your monthly payouts anytime between 65 and 70. However, if you do not submit any instructions on your payouts by the time you turn 70, your monthly payouts will automatically start on your birthday month.', 'In addition, you may have some CPF savings which are withdrawable for your immediate needs. Instead of withdrawing the amount in a lump sum, you can consider the following:', 'If you choose to retain your CPF savings, any additional withdrawable savings from 65 in your Retirement Account will be transferred to your Ordinary Account in the month you start your payouts, for your future withdrawal.', 'Eligible members can use the Plan my monthly payouts service to find out more about their monthly payout details, provide their payout instructions and confirm their bank account details.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/monthly-payout-options-upon-reaching-65
I am reaching age 65. How do I start my monthly payouts?,"['We will send you a notification three months before your 65th birthday, to guide you to explore your monthly payouts options and submit your instructions through the Plan my monthly payouts service.', 'If you do not submit any instructions on your payouts by 70, your monthly payouts will automatically start in the month of your 70th birthday.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/more-information-on-monthly-payout-options
I am reaching age 65 and received an email message from CPFB on my monthly payout details. How do I verify that the email is legitimate?,"['To verify whether the email you received from us is legitimate, please check the following:', 'The Board will only send digital notifications to the email address registered in our records. You may verify or update your contact details in CPF Account settings with your Singpass.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-do-i-verify-that-the-email-is-legitimate
I am unsure whether to start my monthly payouts now. How can I find out how much monthly payouts I can receive? ,"['You may use the Plan my monthly payouts service to find out more about your monthly payout details, provide your payout instructions and confirm your bank account details.', 'The Plan my monthly payouts service is available to you three months before you reach 65, and is for members born in 1957 and after.', 'With this service, you can find out your estimated monthly payouts when you:']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-much-payouts-i-can-receive
Can I opt out of receiving CPF monthly payouts and withdraw all my retirement savings?,"['Yes, you can opt out of receiving CPF monthly payouts and withdraw your retirement savings in full if you have other sources of lifelong income. Alternatively, you can consider enjoying lifelong payouts under CPF LIFE, in addition to your other sources of retirement income. Find out why CPF LIFE is attractive.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-opt-out-of-receiving-cpf-monthly-payouts-and-withdraw-all-my-retirement-savings
Why am I not allowed to use my bank account with a non-local bank to receive my monthly payouts? ,"['We can better protect you from scams by only accepting bank accounts from banks that offer automated verification. This ensures payments are made only to your bank account.', ""Currently, only POSB, DBS, OCBC and UOB have such an arrangement with us. We'd be happy to work with other banks to set up similar arrangements.""]",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/use-non-local-bank-for-monthly-payouts
How long will my monthly payouts last if I am not on CPF LIFE?,"['If you are not automatically included in CPF LIFE and did not opt to join CPF LIFE to enjoy lifelong payouts, you will receive monthly payouts which will stop when your CPF savings run out. Your monthly payouts are calculated to last you up to 20 years, with the extra interest earned on your retirement savings helping to extend the payout duration up to 90 years old.', 'Find out why you should be concerned about outliving your savings.']",https://www.cpf.gov.sg/member/faq/retirement-income/general-information-on-retirement/how-long-will-my-monthly-payouts-last-if-i-am-not-on-cpf-life
Do I really need to be concerned about outliving my monthly payouts?,"['Yes, you should be concerned about outliving your monthly payouts. As we cannot predict how long we will live, it is not easy to determine how much we need for our retirement. For example, spending too much might result in you not having enough, while saving too much could end up depriving yourself.', 'With advancements in technology and healthcare, we can expect to live longer than previous generations. However, many people tend to underestimate their lifespan and fail to save enough for their retirement.', 'To enjoy peace of mind in your retirement years, you can join CPF LIFE which provides monthly payouts no matter how long you live.', 'On the other hand, if you are not on CPF LIFE, your monthly payouts will stop once your CPF savings run out.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/i-am-concerned-about-outliving-my-cpf-savings--what-are-my-optio
How will the auto-disbursement of Special Account and Ordinary Account savings benefit me?,"['To minimise any disruption to your payouts, we will automatically disburse your Special Account and Ordinary Account savings when your Retirement Account savings are depleted.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-will-the-auto-disbursement-of-special-account--sa--and-ordin
Can I choose to retain my Special Account and Ordinary Account savings instead of automatically disbursing them as payouts when my Retirement Account is depleted?,"['No, you cannot choose to retain your Special Account (SA) and Ordinary Account (OA) savings. CPF is designed to provide you with an income in retirement. The auto-disbursement of your SA and OA savings ensures that you continue to receive a steady stream of retirement income even when your Retirement Account has been depleted.', 'With the monthly payouts, you also have greater flexibility for your daily living expenses or your monthly housing instalments (if applicable).', 'If you wish to retain the monies in your CPF accounts to earn higher interest, you should consider options outside of CPF.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-choose-to-retain-my-special-account--sa--and-ordinary-acco
Can I defer my monthly payouts beyond 70 if I am not on CPF LIFE?,"['You will not be able to defer your monthly payouts beyond 70. The purpose of your retirement savings is to provide you with a stream of retirement income.', 'If you have no immediate need for the payouts, you can consider investing them outside the CPF system. Do note that investing outside of CPF carries a certain level of risk and requires careful consideration.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-defer-my-monthly-payouts-beyond-70-if-i-am-not-on-cpf-life
What happens if I am not on CPF LIFE and I do not start my monthly payouts by 70?,"['We will start your payouts automatically when:', 'i) you turn 70 or', 'ii) from your next birth month* if you are already above the age of 70.', 'We will pay them into your bank account provided under your Account settings. If you have not provided us your bank account details before, we will write to you to ask for your bank account details nearer to-date.', '*Applicable only for members born before 1948']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/what-happens-if-i-am-not-on-cpf-life-and-i-do-not-start-my-monthly-payouts-by-70
How can I increase or prolong my monthly payouts if I am not on CPF LIFE?,"[""If you're not on CPF LIFE, you have a few options to increase or prolong your monthly payouts from your retirement savings:"", '1. Boost your retirement savings by making cash top-ups or CPF transfers.', '2. Start your monthly payouts later (up to age 70) to increase your retirement savings with risk-free interest rates* of up to 6% per annum.', 'Note: If you have started your payouts, you can still request to defer them until age 70 to give your savings more time to grow.', '3. Join CPF LIFE to receive monthly payouts for as long as you live.', '* Based on the current 4% interest rate floor on Retirement Account monies.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-can-i-increase-or-prolong-my-monthly-payouts-not-on-cpf-life
How are monthly payouts calculated if I am not on CPF LIFE?,"['If you are not on CPF LIFE, your monthly payouts are calculated to last for up to 20 years based on the prevailing base interest rate earned on your Retirement Account savings when you start your payouts.', 'As Singaporeans live longer, more than half of those aged 65 today are expected to live more than 20 years. To protect you against the risk of outliving your payouts, the extra interest paid by the Government (up to 2% per year) on your retirement savings is used to extend your payouts beyond 20 years, up to age 90* or another five years, whichever ends later.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-will-my-retirement-sum-monthly-payouts-be-calculated-
How much monthly payout will I receive if I am not on CPF LIFE?,"[""If you've reached age 65, you can check your monthly payout in your Retirement dashboard."", 'If you’ve not reached age 65, we will notify you three months before your 65th birthday regarding your options on your monthly payout and the decisions that you need to make.', 'Do note that if you are born in 1958 or after, you may be automatically included in CPF LIFE, which provides lifelong monthly payouts.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/what-is-my-monthly-payout-under-the-retirement-sum-scheme--rss--
I am not on CPF LIFE. How will my monthly payouts be adjusted if there are changes to my retirement savings?,['We will review your payouts monthly to take into account the changes to your retirement savings. Your payouts will be revised in the following month after the inflows or outflows are made to your retirement savings.'],https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/adjustment-of-monthly-payouts-if-retirement-savings-change
How will I benefit from this change?,"['If you are not on CPF LIFE and are currently receiving monthly payouts of less than $350, you will receive at least $350 from June 2023 onwards.', 'If you are already receiving monthly payouts of $350 or more, there will be no change to your payouts. There is also no change to the CPF withdrawal rules.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-will-i-benefit-from-this-change
"With the increased minimum payouts, what happens when I have exhausted my CPF savings?","['Your payouts will continue until your CPF savings are exhausted.', 'While CPF is important for seniors to fund their retirement, many seniors are likely able to rely on a combination of other means such as private savings and family support.', 'The Government will also continue to provide targeted support for seniors with less resources to rely on in retirement. The Silver Support Scheme, which covers a third of all seniors aged 65 and above, provides quarterly cash supplements of up to $900 to eligible seniors. Other forms of Government support such as the Workfare Income Supplement and ComCare are also available to provide financial resources to eligible seniors in their retirement.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/what-happens-when-i-have-exhausted-my-cpf-savings
When will I receive the new monthly payout of at least $350?,"['You will start receiving your new monthly payout of at least $350 from June 2023 onwards.', 'However, if you do not have enough CPF balances to receive the monthly payout of at least $350, you will receive your monthly payout when your Retirement, Special and Ordinary accounts savings add up to at least $350 or once a year in January.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/when-will-i-receive-the-new-monthly-payout-of-at-least-350
Can I request not to increase my monthly payouts to $350?,"['No, you cannot receive monthly payouts of less than $350.', 'Your CPF savings are meant to provide you with a steady stream of retirement income. Raising the minimum payouts help members who are not on CPF LIFE to receive meaningful payout, so as to better cope with the increasing cost of living.', 'If you have no immediate need for the payouts, you can consider investing them outside the CPF system. Do note that investing outside of CPF carries a certain level of risk and requires careful consideration.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-request-not-to-increase-my-monthly-payouts
